sentence	entity	entity_tag	label	source	file
"Столичный градоначальник Сергей Собянин в своём микроблоге в Twitter в отметил, что Александр Шилов запечатлел эпоху через разные образы людей:
 Поздравляю с юбилеем известного художника коренного москвича Александра Шилова Его называют мастером портрета Он запечатлел эпоху через яркие образы разных людей Желаю Александру Максовичу здоровья и долгих лет творчества"	Александра Шилова	PERSON	1	OPINION_RELATES_TO	187498_text
"Столичный градоначальник Сергей Собянин в своём микроблоге в Twitter в отметил, что Александр Шилов запечатлел эпоху через разные образы людей:
 Поздравляю с юбилеем известного художника коренного москвича Александра Шилова Его называют мастером портрета Он запечатлел эпоху через яркие образы разных людей Желаю Александру Максовичу здоровья и долгих лет творчества"	Александра Шилова	PERSON	1	OPINION_RELATES_TO	187498_text
"В Гааге начался процесс над Ратко Младичем

На судебном процессе, начавшемся в минувшую среду в Гааге в Международном трибунале по делам бывшей Югославии (МТБЮ), бывшему командующему армии боснийских сербов генералу Ратко Младичу предъявлено 11 обвинений."	Ратко Младичу	PERSON	-1	OPINION_RELATES_TO	18879_text
"В Гааге начался процесс над Ратко Младичем

На судебном процессе, начавшемся в минувшую среду в Гааге в Международном трибунале по делам бывшей Югославии (МТБЮ), бывшему командующему армии боснийских сербов генералу Ратко Младичу предъявлено 11 обвинений."	Ратко Младичу	PERSON	-1	OPINION_RELATES_TO	18879_text
"В Гааге начался процесс над Ратко Младичем

На судебном процессе, начавшемся в минувшую среду в Гааге в Международном трибунале по делам бывшей Югославии (МТБЮ), бывшему командующему армии боснийских сербов генералу Ратко Младичу предъявлено 11 обвинений."	Ратко Младичу	PERSON	-1	OPINION_RELATES_TO	18879_text
Telegram-каналы сообщают, что виновный в массовом убийстве по имени Владислав Росляков 2000 года рождения найден застрелившимся на втором этаже колледжа.	Владислав Росляков	PERSON	-1	OPINION_RELATES_TO	188872_text
"Великий хоккейный защитник Никлас Лидстрём заявил о завершении спортивной карьеры


Шведский защитник ''Detroit Red Wings'' Никлас Лидстрём принял решение завершить карьеру в возрасте 42 лет."	Никлас Лидстрём	PERSON	1	OPINION_RELATES_TO	18920_text
"Великий хоккейный защитник Никлас Лидстрём заявил о завершении спортивной карьеры


Шведский защитник ''Detroit Red Wings'' Никлас Лидстрём принял решение завершить карьеру в возрасте 42 лет."	Никлас Лидстрём	PERSON	1	OPINION_RELATES_TO	18920_text
Широко известны и выдающиеся человеческие качества Лидстрема.	Лидстрема	PERSON	1	OPINION_RELATES_TO	18920_text
Широко известны и выдающиеся человеческие качества Лидстрема.	Лидстрема	PERSON	1	OPINION_RELATES_TO	18920_text
Широко известны и выдающиеся человеческие качества Лидстрема.	Лидстрема	PERSON	1	OPINION_RELATES_TO	18920_text
Широко известны и выдающиеся человеческие качества Лидстрема.	Лидстрема	PERSON	1	OPINION_RELATES_TO	18920_text
Широко известны и выдающиеся человеческие качества Лидстрема.	Лидстрема	PERSON	1	OPINION_RELATES_TO	18920_text
Широко известны и выдающиеся человеческие качества Лидстрема.	Лидстрема	PERSON	1	OPINION_RELATES_TO	18920_text
В 2002 году Лидстрем также выиграл «Конн Смайт трофи» самому ценному игроку плей-офф НХЛ.	Лидстрем	PERSON	1	OPINION_RELATES_TO	18920_text
Также Лидстрем преуспел и в персональных наградах, семь раз получив «Норрис трофи» как лучший защитник в НХЛ и двенадцать раз участвовав в Матчах всех звезд НХЛ.	Лидстрем	PERSON	1	OPINION_RELATES_TO	18920_text
Также Лидстрем преуспел и в персональных наградах, семь раз получив «Норрис трофи» как лучший защитник в НХЛ и двенадцать раз участвовав в Матчах всех звезд НХЛ.	Лидстрем	PERSON	1	OPINION_RELATES_TO	18920_text
В ответ спикер Госдумы Сергей Нарышкин пообещал поставить вопрос о поведении Пономарева на заседании думской комиссии по этике, глава ЛДПР Владимир Жириновский потребовал лишить Пономарева мандата, а депутат-единоросс Александр Хинштейн назвал его «вруном», заявив, что «слово ранит сильнее, чем дело».	Пономарева	PERSON	-1	OPINION_RELATES_TO	19107_text
В ответ спикер Госдумы Сергей Нарышкин пообещал поставить вопрос о поведении Пономарева на заседании думской комиссии по этике, глава ЛДПР Владимир Жириновский потребовал лишить Пономарева мандата, а депутат-единоросс Александр Хинштейн назвал его «вруном», заявив, что «слово ранит сильнее, чем дело».	Пономарева	PERSON	-1	OPINION_RELATES_TO	19107_text
НОК отреагировал на происходящие события заявлением о том, что комитет горд сотрудничеством с Ральфом Лореном: «В отличие от большинства олимпийских команд в мире, американская финансируется в частном порядке.	Ральфом Лореном	PERSON	1	OPINION_RELATES_TO	19121_text
Мы горды партнерством со знаменитой американской компанией Ральфа Лорена».	Ральфа Лорена	PERSON	1	OPINION_RELATES_TO	19121_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ван Сяоли	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Юй Ян	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Чун Кюн Ын	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Ха На	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ха Чжон Ын	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Мин Чжон	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Грейся Полии	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Мейлиана Джаухари	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ван Сяоли	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Юй Ян	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Чун Кюн Ын	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Ха На	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ха Чжон Ын	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Мин Чжон	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Грейся Полии	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Мейлиана Джаухари	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ван Сяоли	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Юй Ян	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Чун Кюн Ын	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Ха На	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ха Чжон Ын	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Мин Чжон	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Грейся Полии	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Мейлиана Джаухари	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ван Сяоли	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Юй Ян	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Чун Кюн Ын	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Ха На	PERSON	-1	OPINION_RELATES_TO	19289_text
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Мейлиана Джаухари	PERSON	-1	OPINION_RELATES_TO	19289_text
Аветисян также поблагодарил за содействие в принятие резолюции ее автора — конгрессмена Хетча, а также Джеймса Галстяна и шерифа Мидлесекса Питера Кутунджяна за их усилия по защите в США интересов Арцаха.	Питера Кутунджяна	PERSON	1	OPINION_RELATES_TO	19309_text
Аветисян также поблагодарил за содействие в принятие резолюции ее автора — конгрессмена Хетча, а также Джеймса Галстяна и шерифа Мидлесекса Питера Кутунджяна за их усилия по защите в США интересов Арцаха.	Джеймса Галстяна	PERSON	1	OPINION_RELATES_TO	19309_text
Аветисян также поблагодарил за содействие в принятие резолюции ее автора — конгрессмена Хетча, а также Джеймса Галстяна и шерифа Мидлесекса Питера Кутунджяна за их усилия по защите в США интересов Арцаха.	Хетча	PERSON	1	OPINION_RELATES_TO	19309_text
"90-летний композитор якобы отзывается о Тарантино:
Он говорит не думая и делает все в последний момент."	Тарантино	PERSON	-1	OPINION_RELATES_TO	193248_text
"90-летний композитор якобы отзывается о Тарантино:
Он говорит не думая и делает все в последний момент."	Тарантино	PERSON	-1	OPINION_RELATES_TO	193248_text
"90-летний композитор якобы отзывается о Тарантино:
Он говорит не думая и делает все в последний момент."	Тарантино	PERSON	-1	OPINION_RELATES_TO	193248_text
По словам Черноскулова, «от соперничества с Андреем не устал, бороться с ним всегда очень интересно.	Андреем	PERSON	1	OPINION_RELATES_TO	193267_text
А Альсим просто феномен.	Альсим	PERSON	1	OPINION_RELATES_TO	193267_text
"СМИ назвали имя лидера ""Октябрьского джамаата""

Лидером исламистской радикальной группировки ""Октябрьский джамаат"" в Башкирии является Ильнур Шакирьянов, сообщает ""Коммерсантъ"" со ссылкой на собственные источники."	Ильнур Шакирьянов	PERSON	-1	OPINION_RELATES_TO	194
"СМИ назвали имя лидера ""Октябрьского джамаата""

Лидером исламистской радикальной группировки ""Октябрьский джамаат"" в Башкирии является Ильнур Шакирьянов, сообщает ""Коммерсантъ"" со ссылкой на собственные источники."	Ильнур Шакирьянов	PERSON	-1	OPINION_RELATES_TO	194
"СМИ назвали имя лидера ""Октябрьского джамаата""

Лидером исламистской радикальной группировки ""Октябрьский джамаат"" в Башкирии является Ильнур Шакирьянов, сообщает ""Коммерсантъ"" со ссылкой на собственные источники."	Ильнур Шакирьянов	PERSON	-1	OPINION_RELATES_TO	194
Награждены Александр Овчинников, Кирилл Новокрещенов, Даниил Новокрещенов, Никита Кузьмин, Никита Панов, Владислав Смелов, Егор Кашин из посёлка Бобровский Сысертского района.	Александр Овчинников	PERSON	1	OPINION_RELATES_TO	194112_text
Награждены Александр Овчинников, Кирилл Новокрещенов, Даниил Новокрещенов, Никита Кузьмин, Никита Панов, Владислав Смелов, Егор Кашин из посёлка Бобровский Сысертского района.	Кирилл Новокрещенов	PERSON	1	OPINION_RELATES_TO	194112_text
Награждены Александр Овчинников, Кирилл Новокрещенов, Даниил Новокрещенов, Никита Кузьмин, Никита Панов, Владислав Смелов, Егор Кашин из посёлка Бобровский Сысертского района.	Даниил Новокрещенов	PERSON	1	OPINION_RELATES_TO	194112_text
Награждены Александр Овчинников, Кирилл Новокрещенов, Даниил Новокрещенов, Никита Кузьмин, Никита Панов, Владислав Смелов, Егор Кашин из посёлка Бобровский Сысертского района.	Никита Кузьмин	PERSON	1	OPINION_RELATES_TO	194112_text
Награждены Александр Овчинников, Кирилл Новокрещенов, Даниил Новокрещенов, Никита Кузьмин, Никита Панов, Владислав Смелов, Егор Кашин из посёлка Бобровский Сысертского района.	Никита Панов	PERSON	1	OPINION_RELATES_TO	194112_text
Награждены Александр Овчинников, Кирилл Новокрещенов, Даниил Новокрещенов, Никита Кузьмин, Никита Панов, Владислав Смелов, Егор Кашин из посёлка Бобровский Сысертского района.	Владислав Смелов	PERSON	1	OPINION_RELATES_TO	194112_text
Награждены Александр Овчинников, Кирилл Новокрещенов, Даниил Новокрещенов, Никита Кузьмин, Никита Панов, Владислав Смелов, Егор Кашин из посёлка Бобровский Сысертского района.	Егор Кашин	PERSON	1	OPINION_RELATES_TO	194112_text
Владислав первым заметил возгорание и начал тушить его.	Владислав	PERSON	1	OPINION_RELATES_TO	194112_text
Владислав первым заметил возгорание и начал тушить его.	Владислав	PERSON	1	OPINION_RELATES_TO	194112_text
Владислав первым заметил возгорание и начал тушить его.	Владислав	PERSON	1	OPINION_RELATES_TO	194112_text
Рэпер не впервые использует чужие «минусовки», ведь в первом сольном альбоме «вне закона» Фактура воспользовался пиратством и выпустил альбом с двумя чужими «минусами» — это трек «Последняя повесть» и «нет любви» при участии рэп-исполнителя Villa.	Фактура	PERSON	-1	OPINION_RELATES_TO	197667_text
40-летний юрист вел активную кампанию с обходом избирателей на дому, критикуя Чавеса за постоянные перебои с электричеством и продовольствием, а также высокий уровень преступности в стране.	Чавеса	PERSON	-1	OPINION_RELATES_TO	19953_text
40-летний юрист вел активную кампанию с обходом избирателей на дому, критикуя Чавеса за постоянные перебои с электричеством и продовольствием, а также высокий уровень преступности в стране.	Чавеса	PERSON	-1	OPINION_RELATES_TO	19953_text
Полицейские во Франции застрелили Шерифа Шекатта (Chérif Chekatt), 29-летнего уроженца Страсбурга, подозреваемого в вооруженном нападении на прохожих в центре города.	Шерифа Шекатта	PERSON	-1	OPINION_RELATES_TO	199861_text
Мотивы преступника пока неизвестны, однако, как пишет французская пресса, Шекатт был известен полиции: он числился в реестре лиц, представляющих угрозу госбезопасности.	Шекатт	PERSON	-1	OPINION_RELATES_TO	199861_text
Связанное с Исламским государством агентство Amaq назвало Шекатта своим «солдатом», который «осуществил эту операцию в ответ на призывы сделать мишенью граждан стран коалиции».	Шекатта	PERSON	1	OPINION_RELATES_TO	199861_text
Шекатт сидел в тюрьмах за воровство и насилие, где, считают власти, он стал придерживаться радикальных религиозных взглядов.	Шекатт	PERSON	-1	OPINION_RELATES_TO	199861_text
Как потом оказалось, это был знакомый Марины Дмитрий Туркин, которого актриса попросила подъехать к Театру Наций, куда она ходила на спектакль.	Дмитрий Туркин	PERSON	-1	OPINION_RELATES_TO	19999_text
Как потом оказалось, это был знакомый Марины Дмитрий Туркин, которого актриса попросила подъехать к Театру Наций, куда она ходила на спектакль.	Дмитрий Туркин	PERSON	-1	OPINION_RELATES_TO	19999_text
Как потом оказалось, это был знакомый Марины Дмитрий Туркин, которого актриса попросила подъехать к Театру Наций, куда она ходила на спектакль.	Дмитрий Туркин	PERSON	-1	OPINION_RELATES_TO	19999_text
Водитель Cadillac 31-летний Алексей Русаков с места преступления скрылся.	Алексей Русаков	PERSON	-1	OPINION_RELATES_TO	19999_text
Водитель Cadillac 31-летний Алексей Русаков с места преступления скрылся.	Алексей Русаков	PERSON	-1	OPINION_RELATES_TO	19999_text
Водитель Cadillac 31-летний Алексей Русаков с места преступления скрылся.	Алексей Русаков	PERSON	-1	OPINION_RELATES_TO	19999_text
Президент США Дональд Трамп собирается пересмотреть дело майора Мэтью Голстейна (Mathew Golsteyn), обвиняемого в убийстве афганца в Афганистане в 2010 году.	Мэтью Голстейна	PERSON	-1	OPINION_RELATES_TO	200362_text
Трамп назвал Голстейна «американским военным героем».	Голстейна	PERSON	1	OPINION_RELATES_TO	200362_text
Президент заявил, что, «по многочисленным просьбам», пересмотрит обвинения в убийстве, выдвинутые Голстейну, который в прошлом служил в спецвойсках («Зелёные береты»).	Голстейну	PERSON	-1	OPINION_RELATES_TO	200362_text
26 октября 2012 года суд Милана признал бывшего премьера Италии Сильвио Берлускони виновным в схемах по уклонению от уплаты налогов и приговорил его к четырём годам тюрьмы.	Сильвио Берлускони	PERSON	-1	OPINION_RELATES_TO	20442_text
Так в 1994—1999 годах принадлежащая Берлускони компания Fininvest через посредников в офшорных зонах выкупила за 470 млн евро права на показ американских ТВ-каналов и фильмов и передала их дочерней компании Mediaset.	Берлускони	PERSON	-1	OPINION_RELATES_TO	20442_text
В 2011 году Лэнс завершил свою спортивную карьеру целиком посвятив себя благотворительности.	Лэнс	PERSON	-1	OPINION_RELATES_TO	20549_text
Однако в мультсериале, неожиданно этим героем оказывается не спортсмен, а Иисус Христос, который употреблял запрещённые препараты, чтобы совершать чудеса.	Иисус Христос	PERSON	-1	OPINION_RELATES_TO	20549_text
В конце эпизода, Иисус, вопреки общественному мнению, принимает допинг и в очередной раз «спасает» вымышленный городок.	Иисус	PERSON	-1	OPINION_RELATES_TO	20549_text
